"id","name","img","asin","price","mrp","rating","ratingTotal","discount","seller","purl"
497,Baby Doll,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22956158/2023/4/29/5cca161c-f875-4875-a7c0-a7aae53a7f961682769530294BabyDollWithThongPanty1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22956158/2023/4/29/5cca161c-f875-4875-a7c0-a7aae53a7f961682769530294BabyDollWithThongPanty1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22956158/2023/4/29/5cca161c-f875-4875-a7c0-a7aae53a7f961682769530294BabyDollWithThongPanty1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22956158/2023/4/29/5cca161c-f875-4875-a7c0-a7aae53a7f961682769530294BabyDollWithThongPanty1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22956158/2023/4/29/5cca161c-f875-4875-a7c0-a7aae53a7f961682769530294BabyDollWithThongPanty1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22956158/2023/4/29/5cca161c-f875-4875-a7c0-a7aae53a7f961682769530294BabyDollWithThongPanty1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22956158/2023/4/29/5cca161c-f875-4875-a7c0-a7aae53a7f961682769530294BabyDollWithThongPanty1.jpg",-,2295,2295,0,0,"0",Fleurt,https://www.myntra.com/baby-dolls/fleurt/fleurt-navy-blue--black-baby-doll/22956158/buy
498,Women Pack Of 6 Hipster Briefs,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22891560/2023/4/26/6b45a074-17f2-4db7-be21-c4f2022e8b391682458206302Briefs1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22891560/2023/4/26/6b45a074-17f2-4db7-be21-c4f2022e8b391682458206302Briefs1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22891560/2023/4/26/6b45a074-17f2-4db7-be21-c4f2022e8b391682458206302Briefs1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22891560/2023/4/26/6b45a074-17f2-4db7-be21-c4f2022e8b391682458206302Briefs1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22891560/2023/4/26/6b45a074-17f2-4db7-be21-c4f2022e8b391682458206302Briefs1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22891560/2023/4/26/6b45a074-17f2-4db7-be21-c4f2022e8b391682458206302Briefs1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22891560/2023/4/26/6b45a074-17f2-4db7-be21-c4f2022e8b391682458206302Briefs1.jpg",-,2495,2495,0,0,"0",Fleurt,https://www.myntra.com/briefs/fleurt/fleurt-women-mid--rise-pack-of-6-floral-printed-cotton-hipster-briefs/22891560/buy
499,Lightly Padded Bandeau Bra,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22959804/2023/4/29/4a42ac80-5cd7-440e-ad31-427f3898b1481682789784640Bra1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22959804/2023/4/29/4a42ac80-5cd7-440e-ad31-427f3898b1481682789784640Bra1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22959804/2023/4/29/4a42ac80-5cd7-440e-ad31-427f3898b1481682789784640Bra1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22959804/2023/4/29/4a42ac80-5cd7-440e-ad31-427f3898b1481682789784640Bra1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22959804/2023/4/29/4a42ac80-5cd7-440e-ad31-427f3898b1481682789784640Bra1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22959804/2023/4/29/4a42ac80-5cd7-440e-ad31-427f3898b1481682789784640Bra1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22959804/2023/4/29/4a42ac80-5cd7-440e-ad31-427f3898b1481682789784640Bra1.jpg",-,1092,2100,0,0,"48",NOIRA,https://www.myntra.com/bra/noira/noira-black--white-bandeau-bra-half-coverage-lightly-padded/22959804/buy
500,Women Mid-Rise Lounge Shorts,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22892158/2023/4/25/6bd08781-7ccd-4d4e-a696-270819046f001682428782276SweetDreamsWomenSolidShorts1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22892158/2023/4/25/6bd08781-7ccd-4d4e-a696-270819046f001682428782276SweetDreamsWomenSolidShorts1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22892158/2023/4/25/6bd08781-7ccd-4d4e-a696-270819046f001682428782276SweetDreamsWomenSolidShorts1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22892158/2023/4/25/6bd08781-7ccd-4d4e-a696-270819046f001682428782276SweetDreamsWomenSolidShorts1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22892158/2023/4/25/6bd08781-7ccd-4d4e-a696-270819046f001682428782276SweetDreamsWomenSolidShorts1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22892158/2023/4/25/6bd08781-7ccd-4d4e-a696-270819046f001682428782276SweetDreamsWomenSolidShorts1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22892158/2023/4/25/6bd08781-7ccd-4d4e-a696-270819046f001682428782276SweetDreamsWomenSolidShorts1.jpg",-,854,899,0,0,"5",Sweet Dreams,https://www.myntra.com/lounge-shorts/sweet-dreams/sweet-dreams-women-black-mid-rise-lounge-shorts/22892158/buy
501,Set of 2 Coffee Body Wash,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22916948/2023/4/28/20959ae6-d115-4c09-b2f3-f89dd5e3dfed1682675226245MCaffeineSetof2CoffeeBodyWashRefillPackwithVitaminEBrazilNut1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22916948/2023/4/28/20959ae6-d115-4c09-b2f3-f89dd5e3dfed1682675226245MCaffeineSetof2CoffeeBodyWashRefillPackwithVitaminEBrazilNut1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22916948/2023/4/28/20959ae6-d115-4c09-b2f3-f89dd5e3dfed1682675226245MCaffeineSetof2CoffeeBodyWashRefillPackwithVitaminEBrazilNut1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22916948/2023/4/28/20959ae6-d115-4c09-b2f3-f89dd5e3dfed1682675226245MCaffeineSetof2CoffeeBodyWashRefillPackwithVitaminEBrazilNut1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22916948/2023/4/28/20959ae6-d115-4c09-b2f3-f89dd5e3dfed1682675226245MCaffeineSetof2CoffeeBodyWashRefillPackwithVitaminEBrazilNut1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22916948/2023/4/28/20959ae6-d115-4c09-b2f3-f89dd5e3dfed1682675226245MCaffeineSetof2CoffeeBodyWashRefillPackwithVitaminEBrazilNut1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22916948/2023/4/28/20959ae6-d115-4c09-b2f3-f89dd5e3dfed1682675226245MCaffeineSetof2CoffeeBodyWashRefillPackwithVitaminEBrazilNut1.jpg",-,798,798,4.5,69,"0",MCaffeine,https://www.myntra.com/body-wash-and-scrub/mcaffeine/mcaffeine-set-of-2-coffee-body-wash-refill-pack-with-vitamin-e--brazil-nut---300-ml-each/22916948/buy
502,Born To Glow Highlighter Duo,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22838198/2023/4/27/4f1a319e-d3e2-4a16-a1ae-f7b9c0ad227f1682576384109NYXPROFESSIONALMAKEUPBarewithMeConcealerSerumwithGreenTea96m1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22838198/2023/4/27/4f1a319e-d3e2-4a16-a1ae-f7b9c0ad227f1682576384109NYXPROFESSIONALMAKEUPBarewithMeConcealerSerumwithGreenTea96m1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22838198/2023/4/27/4f1a319e-d3e2-4a16-a1ae-f7b9c0ad227f1682576384109NYXPROFESSIONALMAKEUPBarewithMeConcealerSerumwithGreenTea96m1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22838198/2023/4/27/4f1a319e-d3e2-4a16-a1ae-f7b9c0ad227f1682576384109NYXPROFESSIONALMAKEUPBarewithMeConcealerSerumwithGreenTea96m1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22838198/2023/4/27/4f1a319e-d3e2-4a16-a1ae-f7b9c0ad227f1682576384109NYXPROFESSIONALMAKEUPBarewithMeConcealerSerumwithGreenTea96m1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22838198/2023/4/27/4f1a319e-d3e2-4a16-a1ae-f7b9c0ad227f1682576384109NYXPROFESSIONALMAKEUPBarewithMeConcealerSerumwithGreenTea96m1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22838198/2023/4/27/4f1a319e-d3e2-4a16-a1ae-f7b9c0ad227f1682576384109NYXPROFESSIONALMAKEUPBarewithMeConcealerSerumwithGreenTea96m1.jpg",-,1499,1499,0,0,"0",NYX PROFESSIONAL MAKEUP,https://www.myntra.com/highlighter-and-blush/nyx-professional-makeup/nyx-professional-makeup-born-to-glow-super-blendable-icy-highlighter-duo---rock-candy/22838198/buy
503,Ultimate Eyeshadow Palette,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22839930/2023/4/27/61bb35cf-be75-40ac-a4f5-fc9122f60ecc1682576362618NYXPROFESSIONALMAKEUPUltimate16ShadesEyeshadowPalette1328g-W1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22839930/2023/4/27/61bb35cf-be75-40ac-a4f5-fc9122f60ecc1682576362618NYXPROFESSIONALMAKEUPUltimate16ShadesEyeshadowPalette1328g-W1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22839930/2023/4/27/61bb35cf-be75-40ac-a4f5-fc9122f60ecc1682576362618NYXPROFESSIONALMAKEUPUltimate16ShadesEyeshadowPalette1328g-W1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22839930/2023/4/27/61bb35cf-be75-40ac-a4f5-fc9122f60ecc1682576362618NYXPROFESSIONALMAKEUPUltimate16ShadesEyeshadowPalette1328g-W1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22839930/2023/4/27/61bb35cf-be75-40ac-a4f5-fc9122f60ecc1682576362618NYXPROFESSIONALMAKEUPUltimate16ShadesEyeshadowPalette1328g-W1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22839930/2023/4/27/61bb35cf-be75-40ac-a4f5-fc9122f60ecc1682576362618NYXPROFESSIONALMAKEUPUltimate16ShadesEyeshadowPalette1328g-W1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22839930/2023/4/27/61bb35cf-be75-40ac-a4f5-fc9122f60ecc1682576362618NYXPROFESSIONALMAKEUPUltimate16ShadesEyeshadowPalette1328g-W1.jpg",-,1999,1999,0,0,"0",NYX PROFESSIONAL MAKEUP,https://www.myntra.com/eyeshadow/nyx-professional-makeup/nyx-professional-makeup-ultimate-16-shades-eyeshadow-palette-1328g---warm-neutrals/22839930/buy
504,Set of 2 Coffee Body Wash,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22916924/2023/4/28/2169e6cd-694d-4f1c-af81-ede5e04299981682675231014MCaffeineSetof2NakedRawCoffeeBodyWashwithVitaminE-300mleach1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22916924/2023/4/28/2169e6cd-694d-4f1c-af81-ede5e04299981682675231014MCaffeineSetof2NakedRawCoffeeBodyWashwithVitaminE-300mleach1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22916924/2023/4/28/2169e6cd-694d-4f1c-af81-ede5e04299981682675231014MCaffeineSetof2NakedRawCoffeeBodyWashwithVitaminE-300mleach1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22916924/2023/4/28/2169e6cd-694d-4f1c-af81-ede5e04299981682675231014MCaffeineSetof2NakedRawCoffeeBodyWashwithVitaminE-300mleach1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22916924/2023/4/28/2169e6cd-694d-4f1c-af81-ede5e04299981682675231014MCaffeineSetof2NakedRawCoffeeBodyWashwithVitaminE-300mleach1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22916924/2023/4/28/2169e6cd-694d-4f1c-af81-ede5e04299981682675231014MCaffeineSetof2NakedRawCoffeeBodyWashwithVitaminE-300mleach1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22916924/2023/4/28/2169e6cd-694d-4f1c-af81-ede5e04299981682675231014MCaffeineSetof2NakedRawCoffeeBodyWashwithVitaminE-300mleach1.jpg",-,798,798,4.5,904,"0",MCaffeine,https://www.myntra.com/body-wash-and-scrub/mcaffeine/mcaffeine-set-of-2-naked--raw-coffee-body-wash-with-vitamin-e---300-ml-each/22916924/buy
505,Ultimate Glow Shots Eyeshadow,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22839934/2023/4/27/f38cfd82-a6a7-42fc-bc66-c08ba10497fa1682576351971NYXPROFESSIONALMAKEUPUltimateGlowShotsLiquidEyeshadow75ml-Go1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22839934/2023/4/27/f38cfd82-a6a7-42fc-bc66-c08ba10497fa1682576351971NYXPROFESSIONALMAKEUPUltimateGlowShotsLiquidEyeshadow75ml-Go1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22839934/2023/4/27/f38cfd82-a6a7-42fc-bc66-c08ba10497fa1682576351971NYXPROFESSIONALMAKEUPUltimateGlowShotsLiquidEyeshadow75ml-Go1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22839934/2023/4/27/f38cfd82-a6a7-42fc-bc66-c08ba10497fa1682576351971NYXPROFESSIONALMAKEUPUltimateGlowShotsLiquidEyeshadow75ml-Go1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22839934/2023/4/27/f38cfd82-a6a7-42fc-bc66-c08ba10497fa1682576351971NYXPROFESSIONALMAKEUPUltimateGlowShotsLiquidEyeshadow75ml-Go1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22839934/2023/4/27/f38cfd82-a6a7-42fc-bc66-c08ba10497fa1682576351971NYXPROFESSIONALMAKEUPUltimateGlowShotsLiquidEyeshadow75ml-Go1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22839934/2023/4/27/f38cfd82-a6a7-42fc-bc66-c08ba10497fa1682576351971NYXPROFESSIONALMAKEUPUltimateGlowShotsLiquidEyeshadow75ml-Go1.jpg",-,899,899,0,0,"0",NYX PROFESSIONAL MAKEUP,https://www.myntra.com/eyeshadow/nyx-professional-makeup/nyx-professional-makeup-ultimate-glow-shots-liquid-eyeshadow-75ml---golden-goji-06/22839934/buy
506,Soft Matte Lip Cream - 10,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22701748/2023/4/28/2dcc0786-d384-4317-97c0-f2a4e2c184a41682663422220HairAppliancedysonWomenLipstickNYXPROFESSIONALMAKEUPUnisexLi1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22701748/2023/4/28/2dcc0786-d384-4317-97c0-f2a4e2c184a41682663422220HairAppliancedysonWomenLipstickNYXPROFESSIONALMAKEUPUnisexLi1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22701748/2023/4/28/2dcc0786-d384-4317-97c0-f2a4e2c184a41682663422220HairAppliancedysonWomenLipstickNYXPROFESSIONALMAKEUPUnisexLi1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22701748/2023/4/28/2dcc0786-d384-4317-97c0-f2a4e2c184a41682663422220HairAppliancedysonWomenLipstickNYXPROFESSIONALMAKEUPUnisexLi1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22701748/2023/4/28/2dcc0786-d384-4317-97c0-f2a4e2c184a41682663422220HairAppliancedysonWomenLipstickNYXPROFESSIONALMAKEUPUnisexLi1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22701748/2023/4/28/2dcc0786-d384-4317-97c0-f2a4e2c184a41682663422220HairAppliancedysonWomenLipstickNYXPROFESSIONALMAKEUPUnisexLi1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22701748/2023/4/28/2dcc0786-d384-4317-97c0-f2a4e2c184a41682663422220HairAppliancedysonWomenLipstickNYXPROFESSIONALMAKEUPUnisexLi1.jpg",-,699,699,0,0,"0",NYX PROFESSIONAL MAKEUP,https://www.myntra.com/lipstick/nyx-professional-makeup/nyx-professional-makeup-soft-matte-lightweight-cream-lipstick-8-ml---monte-carlo-10/22701748/buy
507,Powder Puff Lippie Cream - 08,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22701782/2023/4/27/12f997b4-ef6a-4abf-a4dc-cf3e7f5eb7781682576391466NYXPROFESSIONALMAKEUPPowderPuffMatteLippieCream12ml-SquadGoa1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22701782/2023/4/27/12f997b4-ef6a-4abf-a4dc-cf3e7f5eb7781682576391466NYXPROFESSIONALMAKEUPPowderPuffMatteLippieCream12ml-SquadGoa1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22701782/2023/4/27/12f997b4-ef6a-4abf-a4dc-cf3e7f5eb7781682576391466NYXPROFESSIONALMAKEUPPowderPuffMatteLippieCream12ml-SquadGoa1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22701782/2023/4/27/12f997b4-ef6a-4abf-a4dc-cf3e7f5eb7781682576391466NYXPROFESSIONALMAKEUPPowderPuffMatteLippieCream12ml-SquadGoa1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22701782/2023/4/27/12f997b4-ef6a-4abf-a4dc-cf3e7f5eb7781682576391466NYXPROFESSIONALMAKEUPPowderPuffMatteLippieCream12ml-SquadGoa1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22701782/2023/4/27/12f997b4-ef6a-4abf-a4dc-cf3e7f5eb7781682576391466NYXPROFESSIONALMAKEUPPowderPuffMatteLippieCream12ml-SquadGoa1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22701782/2023/4/27/12f997b4-ef6a-4abf-a4dc-cf3e7f5eb7781682576391466NYXPROFESSIONALMAKEUPPowderPuffMatteLippieCream12ml-SquadGoa1.jpg",-,749,749,0,0,"0",NYX PROFESSIONAL MAKEUP,https://www.myntra.com/lipstick/nyx-professional-makeup/nyx-professional-makeup-powder-puff-lightweight-lippie-cream-12-ml---best-buds-08/22701782/buy
508,Soft Matte Lip Cream - 19,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22701760/2023/4/28/2f3167bd-5ce1-4958-941a-2195fa6f54261682663418007HairAppliancedysonWomenLipstickNYXPROFESSIONALMAKEUPUnisexLi1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22701760/2023/4/28/2f3167bd-5ce1-4958-941a-2195fa6f54261682663418007HairAppliancedysonWomenLipstickNYXPROFESSIONALMAKEUPUnisexLi1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22701760/2023/4/28/2f3167bd-5ce1-4958-941a-2195fa6f54261682663418007HairAppliancedysonWomenLipstickNYXPROFESSIONALMAKEUPUnisexLi1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22701760/2023/4/28/2f3167bd-5ce1-4958-941a-2195fa6f54261682663418007HairAppliancedysonWomenLipstickNYXPROFESSIONALMAKEUPUnisexLi1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22701760/2023/4/28/2f3167bd-5ce1-4958-941a-2195fa6f54261682663418007HairAppliancedysonWomenLipstickNYXPROFESSIONALMAKEUPUnisexLi1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22701760/2023/4/28/2f3167bd-5ce1-4958-941a-2195fa6f54261682663418007HairAppliancedysonWomenLipstickNYXPROFESSIONALMAKEUPUnisexLi1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22701760/2023/4/28/2f3167bd-5ce1-4958-941a-2195fa6f54261682663418007HairAppliancedysonWomenLipstickNYXPROFESSIONALMAKEUPUnisexLi1.jpg",-,699,699,0,0,"0",NYX PROFESSIONAL MAKEUP,https://www.myntra.com/lipstick/nyx-professional-makeup/nyx-professional-makeup-soft-matte-lightweight-cream-lipstick-8-ml---cannes-19/22701760/buy
509,Micro Brow Pencil - Espresso,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22839360/2023/4/27/78d7bab6-dda4-441b-8ecd-5f286a002ba51682576363227NYXPROFESSIONALMAKEUPBarewithMeConcealerSerumwithGreenTea96m1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22839360/2023/4/27/78d7bab6-dda4-441b-8ecd-5f286a002ba51682576363227NYXPROFESSIONALMAKEUPBarewithMeConcealerSerumwithGreenTea96m1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22839360/2023/4/27/78d7bab6-dda4-441b-8ecd-5f286a002ba51682576363227NYXPROFESSIONALMAKEUPBarewithMeConcealerSerumwithGreenTea96m1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22839360/2023/4/27/78d7bab6-dda4-441b-8ecd-5f286a002ba51682576363227NYXPROFESSIONALMAKEUPBarewithMeConcealerSerumwithGreenTea96m1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22839360/2023/4/27/78d7bab6-dda4-441b-8ecd-5f286a002ba51682576363227NYXPROFESSIONALMAKEUPBarewithMeConcealerSerumwithGreenTea96m1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22839360/2023/4/27/78d7bab6-dda4-441b-8ecd-5f286a002ba51682576363227NYXPROFESSIONALMAKEUPBarewithMeConcealerSerumwithGreenTea96m1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22839360/2023/4/27/78d7bab6-dda4-441b-8ecd-5f286a002ba51682576363227NYXPROFESSIONALMAKEUPBarewithMeConcealerSerumwithGreenTea96m1.jpg",-,875,875,0,0,"0",NYX PROFESSIONAL MAKEUP,https://www.myntra.com/eyebrow-enhancer/nyx-professional-makeup/nyx-professional-makeup-highly-pigmented-micro-brow-pencil---espresso/22839360/buy
